name,state,par_mean,par_median
Eckerd College,FL,207860.5667898297,113100
Ecpi University And Skyline Colleges,VA,64741.909642896,53100
Edgecombe Community College,NC,45305.81816839146,32500
Edgewood College,WI,126379.0121860621,93300
Edinboro University Of Pennsylvania,PA,83334.27044623639,74800
Edison State College,FL,88481.85028827314,61100
Edmonds Community College,WA,97288.68103763068,84300
El Camino College,CA,70792.21628137954,51600
El Paso Community College,TX,41655.43214054975,29200
Elaine P. Nunez Community College,LA,59750.56770833334,47200
Elgin Community College,IL,101686.9282374301,91700
Elizabeth City State University,NC,44637.21484375,37400
Elizabethtown College,PA,118657.1078373639,98100
Elmhurst College,IL,134585.609375,100200
Elmira College,NY,126658.8958333333,91400
Elon University,NC,269743.9892017436,146000
Embry-Riddle Aeronautical University,FL,121675.0662399673,92400
Emerson College,MA,219301.8473501933,120500
Emily Griffith Technical College,CO,57399.94410372557,50200
"Emmanuel College of Boston, MA",MA,117082.546875,93400
"Emmanuel College of Franklin Springs, GA",GA,76561.14874075785,67500
Emory & Henry College,VA,99376.02488938053,84000
Emory University,GA,379558.8261041471,175700
"Empire Beauty School of Moosic, PA",PA,70031.54427083333,55300
"Empire Beauty School of New York, NY",NY,68715.578125,43000
"Empire Beauty School of Philadelphia, PA",PA,81230.17708333333,76000
"Empire Beauty School of Portland, ME",ME,65183.3515625,52200
"Empire Beauty School of Somersworth, NH",NH,64785.1328125,53500
Emporia State University,KS,88528.54329331941,80100
Endicott College,MA,164295.7623878762,108400
Enterprise State Community College,AL,77794.2890625,59300
Erie Community College,NY,79686.81532929065,72400
Erskine College,SC,112021.4505208333,94700
Essex County College,NJ,59459.47539839464,43000
Eureka College,IL,78117.15364583333,76500
Evangel University,MO,97468.01506536533,73800
"Everest Institute of Miami, FL",FL,39944.8046875,27700
Everett Community College,WA,87545.77874167195,82100
Evergreen State College ,WA,169285.842969679,100200
Fairfield University,CT,270216.293344438,151500
Fairleigh Dickinson University,NJ,135290.3758472993,87000
Fashion Institute Of Design & Merchandising,CA,130106.3723958333,76300
Fashion Institute Of Technology,NY,131569.6544827586,79800
Faulkner University,AL,77458.80235404466,63500
Fayetteville State University,NC,52479.57138267745,41400
Fayetteville Technical Community College,NC,58888.9539401054,51600
Feather River College,CA,81433.79261231377,66000
Felician College,NJ,90279.7582648942,73300
Ferris State University,MI,96245.5062839674,82500
Ferrum College,VA,93533.94989518332,71100
Finger Lakes Community College - SUNY Office Of Community College,NY,76683.69178077951,69100
Fisher College,MA,80789.60507015306,55800
Fitchburg State University,MA,98777.63546772876,89500
Flagler College,FL,128790.4817708333,100900
Flathead Valley Community College,MT,65496.90670217042,55700
Florence - Darlington Technical College,SC,55543.73719729918,43900
Florida Agricultural & Mechanical University,FL,73603.9886495119,57000
Florida Atlantic University,FL,121982.2714514043,77100
Florida College,FL,97335.90249433108,85500
Florida College Of Natural Health,FL,73897.84114583333,57300
Florida Gateway College,FL,63584.05464125395,52900
Florida Gulf Coast University,FL,103619.5079088713,78900
Florida Institute Of Technology,FL,117847.8296460882,86300
Florida International University,FL,93458.26822916669,66700
Florida Memorial University,FL,47531.41276041666,33400
Florida Southern College,FL,117392.4730909934,85400
Florida State College At Jacksonville,FL,79549.82851042366,66600
Florida State University,FL,139113.5195285663,100500
Florida Technical College,FL,48193.02297247023,39200
Fontbonne University,MO,140073.890625,88800
Foothill-Deanza Community College District,CA,120318.385189057,80200
Fordham University,NY,187958.3809938157,113300
Forsyth Technical Community College,NC,75645.00001365822,67300
Fort Hays State University,KS,81363.81812570542,71100
Fort Lewis College,CO,144700.6965352449,90600
Fort Myers Institute Of Technology And Cape Coral Institute Of Technology,FL,58993.71856011284,49800
Fort Scott Community College,KS,64409.30049798568,56800
Fort Valley State University,GA,55838.20463897091,45100
"Fortis College of Houston, TX",TX,42393.37109375,27900
"Fortis College of Largo, FL",FL,58020.78385416666,35100
"Fortis College of Richmond, VA",VA,53349.57326108871,50000
"Fortis Institute of Palm Springs, FL",FL,46762.23697916666,33200
Fox College,IL,77194.02864583333,70500
Fox Valley Technical College,WI,81514.65615851505,74600
Francis Marion University,SC,81505.38385748408,68500
Francis Tuttle Technology Center School District No. 21,OK,72334.08814036885,57900
Franciscan University Of Steubenville,OH,140660.6259028425,102500
Franklin & Marshall College,PA,281373.8708551045,162900
Franklin Career Institute,NY,39662.83984375,25100
Franklin College Of Indiana,IN,104945.5755587748,85300
Franklin Pierce University,NH,107246.1930447568,86300
Franklin University,OH,75003.68295833333,65800
Frederick Community College,MD,101489.5234375,90900
Freed Hardeman University,TN,94981.278515625,77500
Fresno Pacific University,CA,83954.31627658194,71100
Friends University,KS,101131.9605943835,82200
Full Sail University,FL,118058.127130394,80400
Furman University,SC,290693.5642143417,156700
Gadsden State Community College,AL,63239.81281148292,52000
Gallaudet University,DC,97807.64918550532,71200
Galveston College,TX,61276.83333333334,45600
Gannon University,PA,97523.956042159,83300
Garden City Community College,KS,65635.43233520137,58000
Gardner - Webb University,NC,102555.4919169372,84800
Garrett College,MD,62906.71320346319,53800
Gaston College,NC,69720.79120724897,63100
Gateway Community College,CT,77593.00335011237,68300
Gateway Technical College,WI,76312.4397431676,73100
Gavilan College,CA,96273.36366170018,80500
Gene Juarez Beauty Schools,WA,90313.84472891566,75600
Genesee Community College,NY,69917.05681115591,64400
Geneva College,PA,96639.6970703125,77800
George C. Wallace Community College,AL,64145.92066436069,53600
George C. Wallace State Community College,AL,67642.46043528801,58500
George Fox University,OR,109181.3765642576,89000
George Mason University,VA,128011.1365366433,107500
George Washington University,DC,293372.1621576421,137300
Georgetown College,KY,125551.1404109589,93600
Georgetown University,DC,497298.8291807433,195100
Georgia College & State University,GA,112168.4728534655,95100
Georgia Highlands College,GA,84613.7890625,76000
Georgia Institute Of Technology,GA,173282.7882045073,126000
Georgia Military College,GA,72456.52209117112,62000
Georgia Perimeter College,GA,93271.1856436549,68800
Georgia Piedmont Technical College,GA,56759.16172651811,47200
Georgia Southern University,GA,108631.1199507637,88100
Georgia Southwestern State University,GA,80580.12965446207,73400
Georgia State University,GA,108764.6809872169,82200
Georgian Court University,NJ,117901.9835031455,83300
Germanna Community College,VA,90640.63992650632,84600
Gettysburg College,PA,282178.1203125,138500
Glendale Career College,CA,53849.61800508721,33200
Glendale Community College,CA,60158.27255041608,40100
Glenville State College,WV,59424.31323871121,55900
Globe University,MN,79880.58179706235,72300
Gogebic Community College,MI,102457.4973958333,62200
Goldey-Beacom College,DE,109674.0338541667,80300
Gonzaga University,WA,202273.4585846126,121100
Gordon College,MA,136055.8090444712,95900
Gordon State College,GA,85595.60188517673,74100
Goshen College,IN,135334.0398824257,86900
Goucher College,MD,174037.2532934132,106300
Grace College And Theological Seminary,IN,86975.2931022474,73100
Graceland University,IA,88871.2421875,77200
Grambling State University,LA,47434.05128090519,34300
Grand Canyon University,AZ,116612.5754076087,90000
Grand Rapids Community College,MI,93852.2168417664,83400
Grand Valley State University,MI,112227.0292584277,96400
Grand View University,IA,84209.74992044298,71800
Grays Harbor College,WA,63586.2595623586,58600
Grayson  County College,TX,77281.51740918637,66900
Great Basin College,NV,84606.50800253378,77300
Great Falls College Montana State University,MT,65062.72650524227,54300
Green Mountain College,VT,123650.6112152035,93200
Green River Community College,WA,99165.93143414576,90200
Greenfield Community College,MA,85922.04667449587,69100
Greensboro College,NC,164265.7090876057,95400
Greenville College,IL,94885.63357150336,80000
Greenville Technical College,SC,74384.08140471346,64600
Grinnell College,IA,187666.0392718382,126400
Grossmont-Cuyamaca Community College District,CA,95826.83270956732,77400
Guilford College,NC,158172.9270833333,109900
Guilford Technical Community College,NC,77007.34713876665,63000
Gulf Coast State College,FL,65935.56537504694,56700
Gustavus Adolphus College,MN,166242.1424394606,114000
Gwinnett Technical College,GA,92078.10095923468,80600
Gwynedd Mercy University,PA,110224.1635064502,94700
H. Councill Trenholm State Technical College,AL,44264.98828125,34500
Hagerstown Community College,MD,85194.90659090909,71500
Halifax Community College,NC,41218.5178352591,29900
Hallmark College Of Technology,TX,56981.625,42400
Hamilton College,NY,333233.7668635671,164600
Hamline University,MN,124200.5220140077,94300
Hampden Sydney College,VA,232201.7823096742,141200
Hampshire College,MA,254318.3370853081,119300
Hampton University,VA,97344.67340334854,79500
Hannibal - Lagrange University,MO,80959.72054303279,71800
Hanover College,IN,135724.4078104994,107800
Harcum College,PA,104427.1542779126,81800
Hardin-Simmons University,TX,105833.1693045863,91700
Harding University,AR,119962.1744791667,98200
Harford Community College,MD,98779.09817041068,90200
Harper College,IL,112640.3616038603,88900
Harrington College Of Design,IL,117790.4024305556,89100
Harris - Stowe State University,MO,56527.25284175059,45200
Harrisburg Area Community College,PA,81773.742851447,72200
Hartnell Community College,CA,65456.23266906738,51800
Hartwick College,NY,140480.0930120637,94400
Harvard University,MA,504991.5224730737,174000
Harvey Mudd College,CA,207971.9583333334,139800
Hastings College,NE,104919.0304883678,82700
Haverford College,PA,299314.8134845391,174200
Hawaii Pacific University,HI,97831.29033213704,68600
Hawkeye Community College,IA,74256.5872430189,67600
Haywood Community College,NC,62371.057476797,53700
Heald College,CA,64024.20347353294,52400
Heartland Community College,IL,91340.94828620616,80700
Heidelberg University,OH,91395.07079879905,80000
Helena College University Of Montana,MT,70864.67459527601,57900
Henderson State University,AR,79010.00388298312,63900
Hendrix College,AR,135000.921875,107500
Henry Ford Community College,MI,83484.62874446769,76600
Heritage College,MO,68216.25520833333,53400
Herkimer County Community College - SUNY Office Of Community Coll,NY,66034.76562076098,57400
Herzing University,WI,73344.64583333333,65400
Hesston College,KS,90859.4141596704,66600
Hickey College,MO,69202.984375,63700
High Point University,NC,117876.3524046559,86100
"Highland Community College of Freeport, IL",IL,70253.53645833333,62700
"Highland Community College of Highland, KS",KS,75163.75163794882,66000
Highline Community College,WA,84372.29567650554,76500
Hilbert College,NY,73850.66202638102,66300
Hill College,TX,68220.47953412577,58200
Hillsborough Community College,FL,81479.61361543724,63700
Hinds Community College,MS,58763.06107918336,43200
Hiram College,OH,99625.80600585935,78900
Hobart And William Smith Colleges,NY,260255.515625,120400
Hocking Technical College,OH,73505.43394236766,63600
Hodges University,FL,71757.28385416667,38300
Hofstra University,NY,163606.0186082231,105300
Hohokus School - RETS/Nutley,NJ,58391.98177083334,41700
Hollins University,VA,200218.9820222008,110700
Holmes Community College,MS,61404.02734375,41500
Holy Family University,PA,85012.39293032787,83200
Holyoke Community College,MA,80086.46637470309,71500
Hood College,MD,104035.5286458333,92600
Hope College,MI,181251.8361954599,114100
Horry - Georgetown Technical College,SC,75980.36676027978,51000
Houghton College,NY,98574.10917537748,85300
Housatonic Community College,CT,74346.13872003424,62300
Houston Baptist University,TX,130689.7650129608,93400
Houston Community College,TX,71246.68229166667,49200
Howard Community College,MD,119741.8270744193,99100
Howard County Junior College District,TX,64821.9453125,53100
Howard Payne University,TX,89388.52990570449,69200
Howard University,DC,94314.27880227588,76900
Hudson County Community College,NJ,44189.75577516516,32600
Hudson Valley Community College,NY,83670.62140578,74200
Humboldt State University,CA,126254.519948388,96000
Huntingdon College,AL,117397.4848809909,87200
Huntington University,IN,103438.3203125,81400
Husson University,ME,71795.32772673709,60900
Hutchinson Community College,KS,74678.8203125,67700
IBMC College,CO,54957.64322916666,53200
ITI Technical College,LA,66096.00260416667,56000
ITT Technical Institute,IN,65233.37010538518,52600
Idaho State University,ID,78972.44550517469,71500
Illinois And Ohio Center For Broadcasting,CO,78434.73697916667,65800
Illinois Central College,IL,92631.86613138118,82800
Illinois College,IL,111745.7367631004,80900
Illinois Eastern Community Colleges - Olney Central College,IL,61916.53165524995,58400
Illinois Institute Of Art ,IL,105640.1119696206,81500
Illinois Institute Of Technology,IL,112794.7827188352,91600
Illinois School Of Health Careers,IL,47502.23958333334,32200
Illinois State University,IL,122562.7280186897,107600
Illinois Valley Community College,IL,78188.94098750489,73800
Illinois Wesleyan University,IL,190235.5242213455,120900
Immaculata University,PA,141659.1859047775,92700
Imperial Valley College,CA,48809.86005274981,34300
Independence Community College,KS,64570.40234375,48600
Indian Hills Community College,IA,67807.10180409475,59600
Indian River State College,FL,73071.65370408857,54000
Indiana Institute Of Technology,IN,76339.20833333333,67800
Indiana State University,IN,97236.30836907309,82600
Indiana University Of Pennsylvania,PA,88550.92967393159,77100
Indiana University System,IN,149041.616156451,99400
Institute For Business & Technology,TX,58626.33984375,42700
Institute Of Audio Research,NY,63625.13151041666,49200
Institute Of Production And Recording ,MN,88928.34895833333,81700
Interactive College Of Technology,GA,39834.22265625,32900
Intercoast Colleges,ME,44437.31901041666,33000
"International Academy Of Design And Technology of Chicago, IL",IL,66851.909749546,51600
"International Academy Of Design And Technology of Orlando, FL",FL,72308.96542899315,50400
"International Business College of Fort Wayne, IN",IN,67022.0234375,64500
International Career Development Center,CA,36129.47395833334,29500
Iona College,NY,130628.6377274259,97400
Iowa Central Community College,IA,68173.73811229455,64400
Iowa Lakes Community College,IA,64542.61300412554,55200
Iowa State University Of Science & Technology,IA,120476.7901327402,92900
Iowa Western Community College,IA,75374.67892446657,67100
Irvine Valley College,CA,120056.0568860294,81200
Isothermal Community College,NC,63790.3296498494,54600
Itawamba Community College,MS,58231.74739583334,47900
Ithaca College,NY,196699.099959643,117800
Ivy Tech Community College Of Indiana System,IN,75331.1287359102,66000
J Sargeant Reynolds Community College,VA,83883.4700495648,71300
Jackson College,MI,79094.2259617804,72400
Jackson State Community College,TN,72090.77047478865,63200
Jackson State University,MS,50561.09419546193,37100
Jacksonville State University,AL,76855.89479286951,69100
Jacksonville University,FL,132678.0104166667,85000
James A. Rhodes State College,OH,71187.31326147151,64200
James H. Faulkner State Community College,AL,76158.89270259638,65100
James Madison University,VA,173973.1363728184,134300
James Sprunt Community College,NC,50466.63605813419,36700
Jamestown College,ND,80801.125,75200
Jamestown Community College,NY,66000.8693333676,59600
Jefferson College,MO,79973.6635094646,75400
Jefferson Community And Technical College,KY,76259.73919171756,69100
Jefferson Community College,NY,65559.48715089813,56800
Jefferson Davis Community College,AL,56457.80598958334,35800
Jefferson State Community College,AL,91962.81782054652,76200
John A. Logan College,IL,72589.1484375,61100
John Brown University,AR,115449.0755208333,86800
John Carroll University,OH,166976.4437458954,101500
John Tyler Community College,VA,88274.30648942538,79900
John Wood Community College,IL,68192.78385416667,61400
"John, Castleton And Lyndon State Colleges And Community College Of Vermont",VT,84669.64314292479,68400
Johns Hopkins University,MD,285199.6828832674,142300
Johnson & Wales University,RI,109336.6145381761,75100
Johnson College,PA,64881.88214476496,55700
Johnson County Community College,KS,113411.8889359162,91100
Johnson University,TN,89472.1640625,82000
Johnston Community College,NC,66438.27051228531,60200
Joliet Junior College,IL,97467.54581109728,92100
Jones County Junior College,MS,62569.9372715433,49100
Judson University,IL,112884.7663337289,83000
Juniata College,PA,104523.1913884539,92100
Kalamazoo College,MI,190716.3059279706,139700
Kalamazoo Valley Community College,MI,87515.72661214616,79600
Kankakee Community College,IL,75771.49739583333,72400
Kansas City Art Institute,MO,164667.6675558943,98500
Kansas City Kansas Community College,KS,71122.62726781858,66500
Kansas State University,KS,118400.4989083674,92100
Kansas Wesleyan University,KS,86824.24440789473,66000
Kaskaskia College,IL,64447.38151041666,59900
Kean University,NJ,89084.3286244753,79200
Keene State College,NH,121387.9031901506,97700
Keiser University,FL,61606.95202825627,40500
Kellogg Community College,MI,77261.02734673643,71600
Kennesaw State University,GA,117402.3433531171,99900
Kent State University,OH,94457.1220079364,78400
Kentucky Christian University,KY,83473.00722880746,77900
Kentucky State University,KY,61212.63742861876,54000
Kentucky Wesleyan College,KY,88167.26364087302,82500
Kenyon College,OH,360158.4906198176,168400
Kern & North Orange County Community College Districts,CA,77913.8857227468,63600
Kettering University,MI,118244.3909051295,100100
Keuka College,NY,72568.87698578596,67700
Keystone College,PA,73812.28425480769,60200
Kiamichi Technology Center,OK,41781.63932291666,29800
Kilgore College,TX,70444.44696664053,59900
King University,TN,175558.9492936644,76000
King's College,NC,56307.80208333334,54700
"King's College of Wilkes-Barre, PA",PA,112238.2986974458,89900
Kingsborough Commmunity College/CUNY,NY,56519.94413277082,40700
Kirkwood Community College,IA,86485.51625464972,75000
Kishwaukee College,IL,89514.67067576379,76400
Klamath Community College,OR,56753.79427083334,53600
Knox College,IL,132051.7696180556,99900
Kutztown University Of Pennsylvania,PA,104947.790810959,94100
La Roche College,PA,88946.96222325627,78700
La Salle University,PA,121669.1425894365,101500
La Sierra University,CA,114744.1669207317,81300
Labette Community College,KS,64082.93619791666,57700
Lackawanna College,PA,67098.66686150395,55200
Lafayette College,PA,290379.4021516393,156700
Lagrange College,GA,125953.0180262446,100800
Lake Area Technical Institute,SD,64178.47793203631,56500
Lake Erie College,OH,114317.9965551181,76700
Lake Forest College,IL,249870.7552083333,116000
Lake Land College,IL,72397.9672872019,63800
Lake Michigan College,MI,72165.91994061001,69800
Lake Region State College,ND,62696.70971411401,54300
Lake Sumter State College,FL,72138.34001637116,59100
Lake Superior State University,MI,88844.06646833968,75500
Lake Tahoe Community College,CA,86911.49272260274,64600
Lake Washington Institute Of Technology,WA,101788.3454209455,84100
Lakeland College,WI,95498.1621981534,75400
Lakeland Community College,OH,84233.333814439,73500
Lakes Region Community College,NH,79775.30539035467,71200
Lakeshore Technical College,WI,75856.44758498279,73100
Lamar Community College,CO,60040.78559639084,48500
Lamar Institute Of Technology,TX,62884.57204232565,52600
Lamar State College - Orange,TX,72770.76302083333,64100
Lamar State College - Port Arthur,TX,70101.71850952515,61100
Lamar University,TX,85448.26246981694,77200
Lancaster Bible College,PA,85907.23958333333,72000
Lander University,SC,97607.6346043578,83300
Landmark College,VT,463387.3407407408,179000
Lane Community College,OR,92604.73144631412,69300
Langston University,OK,55501.56556522464,38800
Lanier Technical College,GA,76528.74300488712,63800
Lansing Community College,MI,89430.02068550221,80700
Laramie County Community College,WY,81563.38688627467,69000
Laredo Community College,TX,41084.45408053487,27400
Las Positas College,CA,138317.9166666667,109500
Lasell College,MA,124633.0286458333,74300
Lassen College,CA,75203.63295519406,64200
Latter Day Saints Business College,UT,99330.52604166669,83900
Lawrence Technological University,MI,109074.7454220871,95100
Lawrence University Of Wisconsin,WI,190990.8302573529,111600
Le Cordon Bleu College Of Culinary Arts In Chicago,IL,86131.95455460696,72100
"Le Cordon Bleu College Of Culinary Arts of Dallas, TX",TX,141942.2079258111,64800
"Le Cordon Bleu College Of Culinary Arts of Pasadena, CA",CA,98614.81077927216,64800
"Le Cordon Bleu College Of Culinary Arts of Scottsdale, AZ",AZ,84844.49257008516,67200
"Le Cordon Bleu College Of Culinary Arts of Tucker, GA",GA,85374.98430139637,66800
Le Moyne College,NY,103118.671875,89100
Lebanon Valley College,PA,122939.3391225398,92700
Lee College,TX,70773.38831540196,63300
Lee University,TN,101781.6767030639,78600
Lees-Mcrae College,NC,120698.0416666667,83200
Lehigh Carbon Community College,PA,78683.13002761315,70000
Lehigh University,PA,291534.8066492291,138300
Lenoir Community College,NC,59802.19614045517,45900
Lenoir-Rhyne University,NC,137077.3016076864,91600
Lesley University,MA,160368.5921314741,96100
Letourneau University,TX,116460.6069886724,85700
Lewis & Clark College,OR,234572.6135060701,119100
Lewis And Clark Community College,IL,75870.88395107971,70500
Lewis University,IL,109028.2981037111,93700
Lewis-Clark State College,ID,77156.06699988274,66000
Lim College,NY,109684.0965507076,80700
Limestone College,SC,104596.1854296875,73900
Lincoln Christian University,IL,90916.86979166669,73800
Lincoln College,IL,119789.3926013765,81800
Lincoln College Of New England,CT,80374.39154142229,75000
Lincoln Land Community College,IL,80478.57175746413,72700
Lincoln Memorial University,TN,76939.5703125,69000
Lincoln Technical Institute And Lincoln College Of Technology,TN,61746.734375,47200
Lincoln Technical Institutes And Lincoln College Of Technology,CT,50034.96171521493,35400
"Lincoln University of Jefferson City, MO",MO,70093.40054938564,57000
"Lincoln University of Lincoln University, PA",PA,59247.74071928879,47500
Lindenwood University,MO,104526.0865625,91100
Lindsey Wilson College,KY,58522.28639694479,49100
Linfield College,OR,151461.1333575581,105500
Linn State Technical College,MO,68328.11670997384,66800
Linn-Benton Community College,OR,83618.1018946482,71900
Lipscomb University,TN,198450.3993655042,106400
Lively Technical Center,FL,64204.72005208334,53700
Lock Haven University Of Pennsylvania,PA,84484.89042167783,76600
Lone Star College-North Harris,TX,93670.23109911698,75900
Long Beach City College,CA,64488.08888931161,49900
Long Island University System,NY,104866.2597629075,59000
Longwood University,VA,124142.6006058674,105700
Loras College,IA,133681.9858105658,94100
Lord Fairfax Community College,VA,93519.93958259872,74000
Lorenzo Walker Institute Of Technology,FL,53226.32128071581,40000
Los Angeles Community College District,CA,62361.81124457981,41400
Los Rios Community College District,CA,85024.17192377271,71900
Louisiana College,LA,94438.74917218545,84500
Louisiana State University In Shreveport,LA,79906.84337022569,66500
Louisiana State University System,LA,127727.5356476869,94300
Louisiana Tech University,LA,99553.1442364256,81500
Lourdes University,OH,82712.015625,81600
Lower Columbia College,WA,76279.90599009296,72200
Loyola Marymount University,CA,314268.5526164698,131800
Loyola University Chicago,IL,156686.2438088741,98600
Loyola University Maryland,MD,246805.2240844431,151200
Loyola University New Orleans,LA,182145.9226674052,113800
Lubbock Christian University,TX,81575.27864583333,71900
Luna Community College,NM,38609.84485495518,27700
Lurleen B. Wallace Community College,AL,58038.21911533274,44200
Luther College,IA,138050.9944674839,101300
Luzerne County Community College,PA,66437.59156404839,61100
Lycoming College,PA,110366.3840150524,83600
Lynn University,FL,435533.1875,149800
MCP Hahnemann And Drexel Universities,PA,127859.5560678052,94100
MCPHS University,MA,99969.6640625,83300
MTI College,CA,56079.01004464286,48400
MacMurray College,IL,78056.89261780474,75500
Macalester College,MN,190321.244744447,115500
Macomb Community College,MI,104847.7577229745,93000
Madison Area Technical College,WI,87377.62940574075,74800
Madison Media Institute,IL,88400.3359375,80400
Madonna University,MI,106855.6927083333,100700
Maine Maritime Academy,ME,105901.4884689645,85300
Malone University,OH,96557.3539418647,79000
"Manchester Community College of Manchester, CT",CT,87704.21420646431,81700
"Manchester Community College of Manchester, NH",NH,90602.23283953288,79400
Manchester University,IN,93671.60890213816,81400
Manhattanville College,NY,158690.2926648816,95400
Manor College,PA,87318.25,78400
Mansfield University Of Pennsylvania,PA,78837.64737174855,70300
Maranatha Baptist University,WI,85475.44270833333,68000
"Marian University of Fond Du Lac, WI",WI,99092.84120216304,80900
Marietta College,OH,107997.0706447188,85300
"Marinello School Of Beauty, Xenon International Academy, International School Of Skin And Nailcare And Hair Professionals Academy",CA,71783.10046372957,44200
Marion Technical College,OH,66558.90022951977,62400
Marist College,NY,150139.7227542563,119300
Marquette University,WI,208558.6515377501,124800
Mars Hill University,NC,90697.00203415594,72900
Marshall University,WV,92498.59309596122,76400
Marshalltown Community College,IA,71407.3046875,68500
Martin Community College,NC,51348.22933467742,37700
Martin Methodist College,TN,60384.85416666666,62000
Mary Baldwin College,VA,98419.53385416669,81100
Maryland Institute College Of Art,MD,175654.4552625241,117100
Marymount California University,CA,298825.9479166667,104900
Marymount Manhattan College,NY,182420.3035067873,91100
Marymount University,VA,157915.8233630952,91800
Maryville College,TN,100031.3064181942,84900
Maryville University Of Saint Louis,MO,114975.1811726888,92900
Marywood University,PA,99943.3702833851,80600
Massachusetts Bay Community College,MA,115748.1768564357,76800
Massachusetts College Of Art And Design,MA,123966.8098157587,98300
Massachusetts College Of Liberal Arts,MA,94130.05305179355,81400
Massachusetts Institute Of Technology,MA,242345.7548756843,141000
Massachusetts Maritime Academy,MA,148180.0616517075,105300
Massasoit Community College,MA,85426.1677512152,78300
Master's College & Seminary ,CA,142117.1265844384,87700
Mayland Community College,NC,54350.17324810606,47400
Maynard A. Traviss Career Center,FL,57052.26473247403,44600
Mayville State University,ND,74993.64929304755,68300
McDaniel College,MD,141780.5286579683,108100
McDowell Technical Community College,NC,54833.30154079861,52200
McHenry County College,IL,110710.9731779225,95900
McKendree University,IL,99608.19550231776,79900
McLennan Community College,TX,69988.31967623498,54700
McMurry University,TX,87659.23144966568,78000
McNally Smith College Of Music,MN,119788.2682291667,95300
McPherson College,KS,80834.3466796875,70000
Mcneese State University,LA,86315.25512545899,75800
Medaille College,NY,82225.44793941049,72100
Medtech College,VA,42425.56770833334,35600
Mendocino College,CA,78956.25671572442,51900
Merced Community College,CA,59779.38897149383,48400
Mercer County Community College,NJ,98393.73697916669,80400
Mercer University,GA,129950.7784784013,90000
Mercy College,NY,69242.90863776408,50700
Mercyhurst University,PA,102211.4972723132,87400
Meredith College,NC,167365.0892857143,107700
Meridian Community College,MS,56043.56119791666,41300
Merrimack College,MA,140250.9202489662,109700
Messiah College,PA,127830.3151041667,97100
Methodist University,NC,84306.98981712387,68600
Metro Business College,MO,51183.05598958334,38400
"Metropolitan Community College of Kansas City, MO",MO,82128.57716357514,73900
"Metropolitan Community College of Omaha, NE",NE,83699.42250830212,72700
Metropolitan State University Of Denver,CO,108589.5504883819,87500
Miami Dade Community College System,FL,58307.22779690225,37000
Miami International University Of Art & Design,FL,78835.54670138888,46300
Miami University,OH,200367.4449765983,118800
Michigan State University,MI,157147.0310286133,120400
Michigan Technological University,MI,117206.9706629172,98700
Mid-Plains Community College,NE,65639.15702463391,57000
Mid-South Community College,AR,50871.69496176276,38000
Mid-State Technical College,WI,72906.49634624524,67700
Midamerica Nazarene University,KS,102884.2500431034,82900
Middle Georgia State College,GA,74319.0975881314,62700
Middle Tennessee State University,TN,107327.1956238156,89100
Middlebury College,VT,551968.1541478236,219600
"Middlesex Community College of Bedford, MA",MA,99363.34578005115,82500
"Middlesex Community College of Middletown, CT",CT,91458.082421875,82900
Middlesex County College,NJ,89922.4259810097,78900
Midland College,TX,72143.7466934085,58600
Midland University,NE,89194.88020833333,73300
Midlands Technical College,SC,75037.47083164506,61000
Midred Elley College And Austin's School Of Spa Technology,NY,51268.00130208334,37700
Midwest Technical Institute,MS,56525.7578125,47900
Midwestern State University,TX,83383.3007796717,70800
"Milan Institute of Palm Desert, CA",CA,47744.546875,35800
"Milan Institute of Sparks, NV",NV,54411.34244791666,39300
Miles Community College,MT,61632.16191527562,51800
Miller-Motte Technical College & McCann School Of Business & Technology,PA,49657.28479417335,41300
Millersville University Of Pennsylvania,PA,108482.1081279431,93500
Milligan College,TN,130315.0382717611,85900
Millikin University,IL,115133.7944231056,96500
Mills College,CA,167050.5976449275,79100
Millsaps College,MS,190727.7927631579,110600
Milwaukee Area Technical College,WI,72196.76603852048,64100
Milwaukee Institute Of Art & Design,WI,111424.4243854435,89200
Milwaukee School Of Engineering,WI,124040.1779210708,91700
Mineral Area College,MO,60475.57575692928,56300
Minneapolis Business College,MN,67014.14583333333,77500
Minneapolis College Of Art & Design,MN,138343.4442320479,92900
Minnesota School Of Business,MN,94506.82310022028,73800
"Minnesota State University System, Century And Various Other Minnesota Community Colleges",MN,88906.11874114245,77500
Minot State University,ND,74068.44280831049,64400
Miracosta College,CA,108409.5196049528,71200
Misericordia  University,PA,107451.2273305829,85000
Mississippi College,MS,123844.5132231194,93400
Mississippi Delta Community College,MS,46309.015625,30100
Mississippi Gulf Coast Community College,MS,67122.77017242281,56800
Mississippi State University,MS,119107.3875076008,90700
Mississippi University For Women,MS,77320.90625,68500
Mississippi Valley State University,MS,41338.79817708334,28800
Missouri Baptist University,MO,99525.44762883772,85100
Missouri College,MO,49224.76626002307,42200
Missouri Southern State University,MO,78743.91412084579,63800
Missouri State University,MO,107049.0061329329,87900
Missouri State University - West Plains,MO,54408.81640625,43100
Missouri Valley College,MO,74198.88802083333,63500
Missouri Western State University,MO,76115.88527079902,68300
Mitchell College,CT,180719.8958333333,98200
Mitchell Community College,NC,75533.39030108588,64700
Mitchell Technical Institute,SD,69268.23958333333,59000
Moberly Area Community College,MO,69534.9446160043,59600
Mohave Community College,AZ,56676.10853527716,45400
